,birth,household,id,age,routine_id,sex_F,sex_M,appliance_1,appliance_2,appliance_3,appliance_4,appliance_5,appliance_6,appliance_7,appliance_8,appliance_9
730,19760402,4,147,46.0,147,0,1,1,1,0,0,0,0,1,1,0
731,19760402,4,147,46.0,141,0,1,1,1,0,0,1,0,1,0,0
732,19760402,4,147,46.0,103,0,1,0,0,1,0,0,1,1,0,0
733,19760402,4,147,46.0,5,0,1,0,0,0,0,0,1,0,0,0
734,19760402,4,147,46.0,236,0,1,0,0,1,0,0,1,1,1,0
735,19901018,2,148,32.0,84,0,1,0,1,0,0,1,1,0,0,0
736,19901018,2,148,32.0,116,0,1,0,0,0,1,0,0,1,1,0
737,19901018,2,148,32.0,77,0,1,0,1,1,0,0,0,0,1,0
738,19901018,2,148,32.0,203,0,1,0,1,0,1,1,0,0,0,1
739,19901018,2,148,32.0,78,0,1,0,1,1,0,0,0,0,0,1
740,19560904,1,149,66.0,196,0,1,0,1,1,0,0,1,0,0,1
741,19560904,1,149,66.0,66,0,1,1,0,0,0,1,0,0,0,1
742,19560904,1,149,66.0,234,0,1,0,0,1,0,1,0,1,0,1
743,19560904,1,149,66.0,98,0,1,0,0,1,1,0,0,0,0,1
744,19560904,1,149,66.0,143,0,1,1,1,0,0,1,0,0,0,1
745,19701126,1,150,52.0,187,0,1,0,1,1,1,0,0,1,0,0
746,19701126,1,150,52.0,108,0,1,0,0,1,0,0,0,0,1,1
747,19701126,1,150,52.0,228,0,1,0,0,1,1,0,0,1,0,1
748,19701126,1,150,52.0,89,0,1,0,1,0,0,0,1,0,1,0
749,19701126,1,150,52.0,149,0,1,1,1,0,0,0,0,0,1,1
750,19911101,1,151,31.0,217,0,1,0,1,0,0,0,1,1,0,1
751,19911101,1,151,31.0,55,0,1,1,0,1,0,0,0,1,0,0
752,19911101,1,151,31.0,25,0,1,0,0,1,0,1,0,0,0,0
753,19911101,1,151,31.0,49,0,1,1,1,0,0,0,0,1,0,0
754,19911101,1,151,31.0,121,0,1,0,0,0,0,1,1,0,0,1
755,19991123,2,152,23.0,91,0,1,0,1,0,0,0,0,1,1,0
756,19991123,2,152,23.0,115,0,1,0,0,0,1,0,1,0,0,1
757,19991123,2,152,23.0,36,0,1,0,0,0,0,1,0,1,0,0
758,19991123,2,152,23.0,203,0,1,0,1,0,1,1,0,0,0,1
759,19991123,2,152,23.0,191,0,1,0,1,1,0,1,0,1,0,0
760,19701030,1,153,52.0,190,0,1,0,1,1,0,1,1,0,0,0
761,19701030,1,153,52.0,232,0,1,0,0,1,0,1,1,0,0,1
762,19701030,1,153,52.0,185,0,1,0,1,1,1,1,0,0,0,0
763,19701030,1,153,52.0,129,0,1,1,1,1,1,0,0,0,0,0
764,19701030,1,153,52.0,71,0,1,1,0,0,0,0,0,1,0,1
765,19570827,1,154,65.0,210,0,1,0,1,0,0,1,1,1,0,0
766,19570827,1,154,65.0,9,0,1,1,1,0,0,0,0,0,0,0
767,19570827,1,154,65.0,154,0,1,1,0,1,1,0,0,0,0,1
768,19570827,1,154,65.0,80,0,1,0,1,0,1,0,1,0,0,0
769,19570827,1,154,65.0,87,0,1,0,1,0,0,1,0,0,0,1
770,19810101,3,155,41.0,154,0,1,1,0,1,1,0,0,0,0,1
771,19810101,3,155,41.0,212,0,1,0,1,0,0,1,1,0,0,1
772,19810101,3,155,41.0,158,0,1,1,0,1,0,1,0,0,0,1
773,19810101,3,155,41.0,68,0,1,1,0,0,0,0,1,0,1,0
774,19810101,3,155,41.0,218,0,1,0,1,0,0,0,1,0,1,1
775,19481027,1,156,74.0,96,0,1,0,0,1,1,0,0,1,0,0
776,19481027,1,156,74.0,41,0,1,0,0,0,0,0,1,0,0,1
777,19481027,1,156,74.0,37,0,1,0,0,0,0,1,0,0,1,0
778,19481027,1,156,74.0,39,0,1,0,0,0,0,0,1,1,0,0
779,19481027,1,156,74.0,199,0,1,0,1,1,0,0,0,0,1,1
780,19660323,1,157,56.0,213,0,1,0,1,0,0,1,0,1,1,0
781,19660323,1,157,56.0,225,0,1,0,0,1,1,0,1,0,1,0
782,19660323,1,157,56.0,88,0,1,0,1,0,0,0,1,1,0,0
783,19660323,1,157,56.0,154,0,1,1,0,1,1,0,0,0,0,1
784,19660323,1,157,56.0,102,0,1,0,0,1,0,1,0,0,0,1
785,19740810,2,158,48.0,162,0,1,1,0,1,0,0,0,1,1,0
786,19740810,2,158,48.0,191,0,1,0,1,1,0,1,0,1,0,0
787,19740810,2,158,48.0,134,0,1,1,1,1,0,0,0,0,0,1
788,19740810,2,158,48.0,176,0,1,1,0,0,0,1,1,0,1,0
789,19740810,2,158,48.0,223,0,1,0,0,1,1,1,0,0,0,1
790,19711205,3,159,51.0,63,0,1,1,0,0,0,1,1,0,0,0
791,19711205,3,159,51.0,113,0,1,0,0,0,1,0,1,1,0,0
792,19711205,3,159,51.0,53,0,1,1,0,1,0,1,0,0,0,0
793,19711205,3,159,51.0,230,0,1,0,0,1,0,1,1,1,0,0
794,19711205,3,159,51.0,23,0,1,0,1,0,0,0,0,0,0,1
795,19600523,5,160,62.0,251,0,1,0,0,0,0,1,1,1,0,1
796,19600523,5,160,62.0,37,0,1,0,0,0,0,1,0,0,1,0
797,19600523,5,160,62.0,42,0,1,0,0,0,0,0,0,1,1,0
798,19600523,5,160,62.0,3,0,1,0,0,0,1,0,0,0,0,0
799,19600523,5,160,62.0,229,0,1,0,0,1,1,0,0,0,1,1
800,19970918,1,161,25.0,2,0,1,0,0,1,0,0,0,0,0,0
801,19970918,1,161,25.0,8,0,1,0,0,0,0,0,0,0,0,1
802,19970918,1,161,25.0,46,0,1,1,1,0,1,0,0,0,0,0
803,19970918,1,161,25.0,238,0,1,0,0,1,0,0,1,0,1,1
804,19970918,1,161,25.0,225,0,1,0,0,1,1,0,1,0,1,0
805,19650924,3,162,57.0,72,0,1,1,0,0,0,0,0,0,1,1
806,19650924,3,162,57.0,97,0,1,0,0,1,1,0,0,0,1,0
807,19650924,3,162,57.0,218,0,1,0,1,0,0,0,1,0,1,1
808,19650924,3,162,57.0,12,0,1,1,0,0,0,1,0,0,0,0
809,19650924,3,162,57.0,76,0,1,0,1,1,0,0,0,1,0,0
810,19480222,1,163,74.0,75,0,1,0,1,1,0,0,1,0,0,0
811,19480222,1,163,74.0,5,0,1,0,0,0,0,0,1,0,0,0
812,19480222,1,163,74.0,228,0,1,0,0,1,1,0,0,1,0,1
813,19480222,1,163,74.0,118,0,1,0,0,0,1,0,0,0,1,1
814,19480222,1,163,74.0,193,0,1,0,1,1,0,1,0,0,0,1
815,20010126,5,164,21.0,92,0,1,0,1,0,0,0,0,1,0,1
816,20010126,5,164,21.0,33,0,1,0,0,0,1,0,0,0,1,0
817,20010126,5,164,21.0,193,0,1,0,1,1,0,1,0,0,0,1
818,20010126,5,164,21.0,181,0,1,1,0,0,0,0,1,1,1,0
819,20010126,5,164,21.0,251,0,1,0,0,0,0,1,1,1,0,1
820,19701209,3,165,52.0,99,0,1,0,0,1,0,1,1,0,0,0
821,19701209,3,165,52.0,253,0,1,0,0,0,0,1,0,1,1,1
822,19701209,3,165,52.0,15,0,1,1,0,0,0,0,0,0,1,0
823,19701209,3,165,52.0,116,0,1,0,0,0,1,0,0,1,1,0
824,19701209,3,165,52.0,170,0,1,1,0,0,1,0,1,0,1,0
825,19971029,2,166,25.0,4,0,1,0,0,0,0,1,0,0,0,0
826,19971029,2,166,25.0,13,0,1,1,0,0,0,0,1,0,0,0
827,19971029,2,166,25.0,24,0,1,0,0,1,1,0,0,0,0,0
828,19971029,2,166,25.0,43,0,1,0,0,0,0,0,0,1,0,1
829,19971029,2,166,25.0,117,0,1,0,0,0,1,0,0,1,0,1
830,19750720,2,167,47.0,142,0,1,1,1,0,0,1,0,0,1,0
831,19750720,2,167,47.0,175,0,1,1,0,0,0,1,1,1,0,0
832,19750720,2,167,47.0,26,0,1,0,0,1,0,0,1,0,0,0
833,19750720,2,167,47.0,116,0,1,0,0,0,1,0,0,1,1,0
834,19750720,2,167,47.0,207,0,1,0,1,0,1,0,0,1,1,0
835,19810109,3,168,41.0,174,0,1,1,0,0,1,0,0,0,1,1
836,19810109,3,168,41.0,192,0,1,0,1,1,0,1,0,0,1,0
837,19810109,3,168,41.0,216,0,1,0,1,0,0,0,1,1,1,0
838,19810109,3,168,41.0,200,0,1,0,1,0,1,1,1,0,0,0
839,19810109,3,168,41.0,232,0,1,0,0,1,0,1,1,0,0,1
840,19581120,3,169,64.0,219,0,1,0,1,0,0,0,0,1,1,1
841,19581120,3,169,64.0,39,0,1,0,0,0,0,0,1,1,0,0
842,19581120,3,169,64.0,16,0,1,1,0,0,0,0,0,0,0,1
843,19581120,3,169,64.0,129,0,1,1,1,1,1,0,0,0,0,0
844,19581120,3,169,64.0,15,0,1,1,0,0,0,0,0,0,1,0
845,19750712,4,170,47.0,48,0,1,1,1,0,0,0,1,0,0,0
846,19750712,4,170,47.0,53,0,1,1,0,1,0,1,0,0,0,0
847,19750712,4,170,47.0,62,0,1,1,0,0,1,0,0,0,0,1
848,19750712,4,170,47.0,192,0,1,0,1,1,0,1,0,0,1,0
849,19750712,4,170,47.0,103,0,1,0,0,1,0,0,1,1,0,0
850,19601004,1,171,62.0,76,0,1,0,1,1,0,0,0,1,0,0
851,19601004,1,171,62.0,192,0,1,0,1,1,0,1,0,0,1,0
852,19601004,1,171,62.0,250,0,1,0,0,0,0,1,1,1,1,0
853,19601004,1,171,62.0,72,0,1,1,0,0,0,0,0,0,1,1
854,19601004,1,171,62.0,196,0,1,0,1,1,0,0,1,0,0,1
855,19550912,1,172,67.0,251,0,1,0,0,0,0,1,1,1,0,1
856,19550912,1,172,67.0,224,0,1,0,0,1,1,0,1,1,0,0
857,19550912,1,172,67.0,192,0,1,0,1,1,0,1,0,0,1,0
858,19550912,1,172,67.0,45,0,1,1,1,1,0,0,0,0,0,0
859,19550912,1,172,67.0,141,0,1,1,1,0,0,1,0,1,0,0
860,19631210,2,173,59.0,158,0,1,1,0,1,0,1,0,0,0,1
861,19631210,2,173,59.0,72,0,1,1,0,0,0,0,0,0,1,1
862,19631210,2,173,59.0,33,0,1,0,0,0,1,0,0,0,1,0
863,19631210,2,173,59.0,139,0,1,1,1,0,1,0,0,0,0,1
864,19631210,2,173,59.0,198,0,1,0,1,1,0,0,0,1,0,1
865,19810830,1,174,41.0,128,0,1,0,0,0,0,0,0,1,1,1
866,19810830,1,174,41.0,165,0,1,1,0,0,1,1,1,0,0,0
867,19810830,1,174,41.0,240,0,1,0,0,0,1,1,1,1,0,0
868,19810830,1,174,41.0,3,0,1,0,0,0,1,0,0,0,0,0
869,19810830,1,174,41.0,6,0,1,0,0,0,0,0,0,1,0,0
870,19500801,4,175,72.0,165,0,1,1,0,0,1,1,1,0,0,0
871,19500801,4,175,72.0,174,0,1,1,0,0,1,0,0,0,1,1
872,19500801,4,175,72.0,178,0,1,1,0,0,0,1,0,1,1,0
873,19500801,4,175,72.0,31,0,1,0,0,0,1,0,1,0,0,0
874,19500801,4,175,72.0,34,0,1,0,0,0,1,0,0,0,0,1
875,19700113,3,176,52.0,195,0,1,0,1,1,0,0,1,0,1,0
876,19700113,3,176,52.0,96,0,1,0,0,1,1,0,0,1,0,0
877,19700113,3,176,52.0,36,0,1,0,0,0,0,1,0,1,0,0
878,19700113,3,176,52.0,44,0,1,0,0,0,0,0,0,0,1,1
879,19700113,3,176,52.0,52,0,1,1,0,1,1,0,0,0,0,0
880,19731013,1,177,49.0,222,0,1,0,0,1,1,1,0,0,1,0
881,19731013,1,177,49.0,100,0,1,0,0,1,0,1,0,1,0,0
882,19731013,1,177,49.0,42,0,1,0,0,0,0,0,0,1,1,0
883,19731013,1,177,49.0,216,0,1,0,1,0,0,0,1,1,1,0
884,19731013,1,177,49.0,95,0,1,0,0,1,1,0,1,0,0,0
885,19881018,1,178,34.0,30,0,1,0,0,0,1,1,0,0,0,0
886,19881018,1,178,34.0,141,0,1,1,1,0,0,1,0,1,0,0
887,19881018,1,178,34.0,180,0,1,1,0,0,0,1,0,0,1,1
888,19881018,1,178,34.0,41,0,1,0,0,0,0,0,1,0,0,1
889,19881018,1,178,34.0,87,0,1,0,1,0,0,1,0,0,0,1
890,19980427,4,179,24.0,64,0,1,1,0,0,0,1,0,1,0,0
891,19980427,4,179,24.0,139,0,1,1,1,0,1,0,0,0,0,1
892,19980427,4,179,24.0,72,0,1,1,0,0,0,0,0,0,1,1
893,19980427,4,179,24.0,149,0,1,1,1,0,0,0,0,0,1,1
894,19980427,4,179,24.0,107,0,1,0,0,1,0,0,0,1,0,1
895,19980712,1,180,24.0,204,0,1,0,1,0,1,0,1,1,0,0
896,19980712,1,180,24.0,237,0,1,0,0,1,0,0,1,1,0,1
897,19980712,1,180,24.0,225,0,1,0,0,1,1,0,1,0,1,0
898,19980712,1,180,24.0,143,0,1,1,1,0,0,1,0,0,0,1
899,19980712,1,180,24.0,60,0,1,1,0,0,1,0,0,1,0,0
900,19601115,1,181,62.0,215,0,1,0,1,0,0,1,0,0,1,1
901,19601115,1,181,62.0,90,0,1,0,1,0,0,0,1,0,0,1
902,19601115,1,181,62.0,248,0,1,0,0,0,1,0,1,0,1,1
903,19601115,1,181,62.0,242,0,1,0,0,0,1,1,1,0,0,1
904,19601115,1,181,62.0,35,0,1,0,0,0,0,1,1,0,0,0
905,19690703,1,182,53.0,200,0,1,0,1,0,1,1,1,0,0,0
906,19690703,1,182,53.0,100,0,1,0,0,1,0,1,0,1,0,0
907,19690703,1,182,53.0,162,0,1,1,0,1,0,0,0,1,1,0
908,19690703,1,182,53.0,55,0,1,1,0,1,0,0,0,1,0,0
909,19690703,1,182,53.0,2,0,1,0,0,1,0,0,0,0,0,0
910,19830211,1,183,39.0,81,0,1,0,1,0,1,0,0,1,0,0
911,19830211,1,183,39.0,108,0,1,0,0,1,0,0,0,0,1,1
912,19830211,1,183,39.0,237,0,1,0,0,1,0,0,1,1,0,1
913,19830211,1,183,39.0,40,0,1,0,0,0,0,0,1,0,1,0
914,19830211,1,183,39.0,212,0,1,0,1,0,0,1,1,0,0,1
915,19690507,3,184,53.0,97,0,1,0,0,1,1,0,0,0,1,0
916,19690507,3,184,53.0,181,0,1,1,0,0,0,0,1,1,1,0
917,19690507,3,184,53.0,171,0,1,1,0,0,1,0,1,0,0,1
918,19690507,3,184,53.0,102,0,1,0,0,1,0,1,0,0,0,1
919,19690507,3,184,53.0,120,0,1,0,0,0,0,1,1,0,1,0
920,19871225,4,185,35.0,111,0,1,0,0,0,1,1,0,0,1,0
921,19871225,4,185,35.0,223,0,1,0,0,1,1,1,0,0,0,1
922,19871225,4,185,35.0,136,0,1,1,1,0,1,0,1,0,0,0
923,19871225,4,185,35.0,64,0,1,1,0,0,0,1,0,1,0,0
924,19871225,4,185,35.0,178,0,1,1,0,0,0,1,0,1,1,0
925,19860510,2,186,36.0,67,0,1,1,0,0,0,0,1,1,0,0
926,19860510,2,186,36.0,68,0,1,1,0,0,0,0,1,0,1,0
927,19860510,2,186,36.0,178,0,1,1,0,0,0,1,0,1,1,0
928,19860510,2,186,36.0,27,0,1,0,0,1,0,0,0,1,0,0
929,19860510,2,186,36.0,36,0,1,0,0,0,0,1,0,1,0,0
930,19630112,4,187,59.0,55,0,1,1,0,1,0,0,0,1,0,0
931,19630112,4,187,59.0,123,0,1,0,0,0,0,1,0,1,0,1
932,19630112,4,187,59.0,90,0,1,0,1,0,0,0,1,0,0,1
933,19630112,4,187,59.0,118,0,1,0,0,0,1,0,0,0,1,1
934,19630112,4,187,59.0,228,0,1,0,0,1,1,0,0,1,0,1
935,19920620,1,188,30.0,88,0,1,0,1,0,0,0,1,1,0,0
936,19920620,1,188,30.0,12,0,1,1,0,0,0,1,0,0,0,0
937,19920620,1,188,30.0,178,0,1,1,0,0,0,1,0,1,1,0
938,19920620,1,188,30.0,102,0,1,0,0,1,0,1,0,0,0,1
939,19920620,1,188,30.0,248,0,1,0,0,0,1,0,1,0,1,1
940,19891204,4,189,33.0,15,0,1,1,0,0,0,0,0,0,1,0
941,19891204,4,189,33.0,232,0,1,0,0,1,0,1,1,0,0,1
942,19891204,4,189,33.0,130,0,1,1,1,1,0,1,0,0,0,0
943,19891204,4,189,33.0,128,0,1,0,0,0,0,0,0,1,1,1
944,19891204,4,189,33.0,225,0,1,0,0,1,1,0,1,0,1,0
945,19600226,3,190,62.0,118,0,1,0,0,0,1,0,0,0,1,1
946,19600226,3,190,62.0,244,0,1,0,0,0,1,1,0,1,0,1
947,19600226,3,190,62.0,80,0,1,0,1,0,1,0,1,0,0,0
948,19600226,3,190,62.0,35,0,1,0,0,0,0,1,1,0,0,0
949,19600226,3,190,62.0,144,0,1,1,1,0,0,0,1,1,0,0
950,19691013,3,191,53.0,213,0,1,0,1,0,0,1,0,1,1,0
951,19691013,3,191,53.0,67,0,1,1,0,0,0,0,1,1,0,0
952,19691013,3,191,53.0,197,0,1,0,1,1,0,0,0,1,1,0
953,19691013,3,191,53.0,245,0,1,0,0,0,1,1,0,0,1,1
954,19691013,3,191,53.0,76,0,1,0,1,1,0,0,0,1,0,0
955,19480528,3,192,74.0,162,0,1,1,0,1,0,0,0,1,1,0
956,19480528,3,192,74.0,107,0,1,0,0,1,0,0,0,1,0,1
957,19480528,3,192,74.0,187,0,1,0,1,1,1,0,0,1,0,0
958,19480528,3,192,74.0,179,0,1,1,0,0,0,1,0,1,0,1
959,19480528,3,192,74.0,115,0,1,0,0,0,1,0,1,0,0,1
960,19720901,1,193,50.0,181,0,1,1,0,0,0,0,1,1,1,0
961,19720901,1,193,50.0,180,0,1,1,0,0,0,1,0,0,1,1
962,19720901,1,193,50.0,143,0,1,1,1,0,0,1,0,0,0,1
963,19720901,1,193,50.0,125,0,1,0,0,0,0,0,1,1,1,0
964,19720901,1,193,50.0,230,0,1,0,0,1,0,1,1,1,0,0
965,19600501,2,194,62.0,35,0,1,0,0,0,0,1,1,0,0,0
966,19600501,2,194,62.0,57,0,1,1,0,1,0,0,0,0,0,1
967,19600501,2,194,62.0,59,0,1,1,0,0,1,0,1,0,0,0
968,19600501,2,194,62.0,230,0,1,0,0,1,0,1,1,1,0,0
969,19600501,2,194,62.0,139,0,1,1,1,0,1,0,0,0,0,1
970,19580102,1,195,64.0,76,0,1,0,1,1,0,0,0,1,0,0
971,19580102,1,195,64.0,26,0,1,0,0,1,0,0,1,0,0,0
972,19580102,1,195,64.0,9,0,1,1,1,0,0,0,0,0,0,0
973,19580102,1,195,64.0,137,0,1,1,1,0,1,0,0,1,0,0
974,19580102,1,195,64.0,60,0,1,1,0,0,1,0,0,1,0,0
975,19810604,4,196,41.0,59,0,1,1,0,0,1,0,1,0,0,0
976,19810604,4,196,41.0,19,0,1,0,1,0,0,1,0,0,0,0
977,19810604,4,196,41.0,203,0,1,0,1,0,1,1,0,0,0,1
978,19810604,4,196,41.0,7,0,1,0,0,0,0,0,0,0,1,0
979,19810604,4,196,41.0,71,0,1,1,0,0,0,0,0,1,0,1
980,19750409,4,197,47.0,49,0,1,1,1,0,0,0,0,1,0,0
981,19750409,4,197,47.0,121,0,1,0,0,0,0,1,1,0,0,1
982,19750409,4,197,47.0,182,0,1,1,0,0,0,0,1,1,0,1
983,19750409,4,197,47.0,158,0,1,1,0,1,0,1,0,0,0,1
984,19750409,4,197,47.0,1,0,1,0,1,0,0,0,0,0,0,0
985,19591230,2,198,63.0,61,0,1,1,0,0,1,0,0,0,1,0
986,19591230,2,198,63.0,80,0,1,0,1,0,1,0,1,0,0,0
987,19591230,2,198,63.0,66,0,1,1,0,0,0,1,0,0,0,1
988,19591230,2,198,63.0,108,0,1,0,0,1,0,0,0,0,1,1
989,19591230,2,198,63.0,162,0,1,1,0,1,0,0,0,1,1,0
990,19860217,2,199,36.0,104,0,1,0,0,1,0,0,1,0,1,0
991,19860217,2,199,36.0,95,0,1,0,0,1,1,0,1,0,0,0
992,19860217,2,199,36.0,23,0,1,0,1,0,0,0,0,0,0,1
993,19860217,2,199,36.0,14,0,1,1,0,0,0,0,0,1,0,0
994,19860217,2,199,36.0,81,0,1,0,1,0,1,0,0,1,0,0
995,19941024,2,200,28.0,15,0,1,1,0,0,0,0,0,0,1,0
996,19941024,2,200,28.0,242,0,1,0,0,0,1,1,1,0,0,1
997,19941024,2,200,28.0,181,0,1,1,0,0,0,0,1,1,1,0
998,19941024,2,200,28.0,72,0,1,1,0,0,0,0,0,0,1,1
999,19941024,2,200,28.0,202,0,1,0,1,0,1,1,0,0,1,0
1000,20020112,1,201,20.0,35,0,1,0,0,0,0,1,1,0,0,0
1001,20020112,1,201,20.0,224,0,1,0,0,1,1,0,1,1,0,0
1002,20020112,1,201,20.0,20,0,1,0,1,0,0,0,1,0,0,0
1003,20020112,1,201,20.0,61,0,1,1,0,0,1,0,0,0,1,0
1004,20020112,1,201,20.0,110,0,1,0,0,0,1,1,0,1,0,0
1005,19840403,2,202,38.0,6,0,1,0,0,0,0,0,0,1,0,0
1006,19840403,2,202,38.0,61,0,1,1,0,0,1,0,0,0,1,0
1007,19840403,2,202,38.0,251,0,1,0,0,0,0,1,1,1,0,1
1008,19840403,2,202,38.0,20,0,1,0,1,0,0,0,1,0,0,0
1009,19840403,2,202,38.0,248,0,1,0,0,0,1,0,1,0,1,1
1010,19631221,3,203,59.0,230,0,1,0,0,1,0,1,1,1,0,0
1011,19631221,3,203,59.0,185,0,1,0,1,1,1,1,0,0,0,0
1012,19631221,3,203,59.0,51,0,1,1,1,0,0,0,0,0,0,1
1013,19631221,3,203,59.0,14,0,1,1,0,0,0,0,0,1,0,0
1014,19631221,3,203,59.0,83,0,1,0,1,0,1,0,0,0,0,1
1015,19971019,4,204,25.0,253,0,1,0,0,0,0,1,0,1,1,1
1016,19971019,4,204,25.0,62,0,1,1,0,0,1,0,0,0,0,1
1017,19971019,4,204,25.0,233,0,1,0,0,1,0,1,0,1,1,0
1018,19971019,4,204,25.0,239,0,1,0,0,1,0,0,0,1,1,1
1019,19971019,4,204,25.0,85,0,1,0,1,0,0,1,0,1,0,0
1020,19750505,4,205,47.0,156,0,1,1,0,1,0,1,0,1,0,0
1021,19750505,4,205,47.0,96,0,1,0,0,1,1,0,0,1,0,0
1022,19750505,4,205,47.0,154,0,1,1,0,1,1,0,0,0,0,1
1023,19750505,4,205,47.0,202,0,1,0,1,0,1,1,0,0,1,0
1024,19750505,4,205,47.0,20,0,1,0,1,0,0,0,1,0,0,0
1025,19520701,3,206,70.0,74,0,1,0,1,1,0,1,0,0,0,0
1026,19520701,3,206,70.0,217,0,1,0,1,0,0,0,1,1,0,1
1027,19520701,3,206,70.0,60,0,1,1,0,0,1,0,0,1,0,0
1028,19520701,3,206,70.0,224,0,1,0,0,1,1,0,1,1,0,0
1029,19520701,3,206,70.0,214,0,1,0,1,0,0,1,0,1,0,1
1030,19700908,3,207,52.0,198,0,1,0,1,1,0,0,0,1,0,1
1031,19700908,3,207,52.0,139,0,1,1,1,0,1,0,0,0,0,1
1032,19700908,3,207,52.0,37,0,1,0,0,0,0,1,0,0,1,0
1033,19700908,3,207,52.0,62,0,1,1,0,0,1,0,0,0,0,1
1034,19700908,3,207,52.0,60,0,1,1,0,0,1,0,0,1,0,0
1035,19950628,2,208,27.0,37,0,1,0,0,0,0,1,0,0,1,0
1036,19950628,2,208,27.0,33,0,1,0,0,0,1,0,0,0,1,0
1037,19950628,2,208,27.0,42,0,1,0,0,0,0,0,0,1,1,0
1038,19950628,2,208,27.0,110,0,1,0,0,0,1,1,0,1,0,0
1039,19950628,2,208,27.0,146,0,1,1,1,0,0,0,1,0,0,1
1040,19970131,1,209,25.0,182,0,1,1,0,0,0,0,1,1,0,1
1041,19970131,1,209,25.0,60,0,1,1,0,0,1,0,0,1,0,0
1042,19970131,1,209,25.0,228,0,1,0,0,1,1,0,0,1,0,1
1043,19970131,1,209,25.0,114,0,1,0,0,0,1,0,1,0,1,0
1044,19970131,1,209,25.0,64,0,1,1,0,0,0,1,0,1,0,0
1045,19530904,2,210,69.0,232,0,1,0,0,1,0,1,1,0,0,1
1046,19530904,2,210,69.0,134,0,1,1,1,1,0,0,0,0,0,1
1047,19530904,2,210,69.0,133,0,1,1,1,1,0,0,0,0,1,0
1048,19530904,2,210,69.0,199,0,1,0,1,1,0,0,0,0,1,1
1049,19530904,2,210,69.0,170,0,1,1,0,0,1,0,1,0,1,0
1050,19720323,5,211,50.0,144,0,1,1,1,0,0,0,1,1,0,0
1051,19720323,5,211,50.0,19,0,1,0,1,0,0,1,0,0,0,0
1052,19720323,5,211,50.0,164,0,1,1,0,1,0,0,0,0,1,1
1053,19720323,5,211,50.0,195,0,1,0,1,1,0,0,1,0,1,0
1054,19720323,5,211,50.0,51,0,1,1,1,0,0,0,0,0,0,1
1055,19670913,3,212,55.0,125,0,1,0,0,0,0,0,1,1,1,0
1056,19670913,3,212,55.0,154,0,1,1,0,1,1,0,0,0,0,1
1057,19670913,3,212,55.0,84,0,1,0,1,0,0,1,1,0,0,0
1058,19670913,3,212,55.0,194,0,1,0,1,1,0,0,1,1,0,0
1059,19670913,3,212,55.0,165,0,1,1,0,0,1,1,1,0,0,0
1060,19780622,2,213,44.0,100,0,1,0,0,1,0,1,0,1,0,0
1061,19780622,2,213,44.0,66,0,1,1,0,0,0,1,0,0,0,1
1062,19780622,2,213,44.0,58,0,1,1,0,0,1,1,0,0,0,0
1063,19780622,2,213,44.0,178,0,1,1,0,0,0,1,0,1,1,0
1064,19780622,2,213,44.0,167,0,1,1,0,0,1,1,0,0,1,0
1065,19790630,2,214,43.0,14,0,1,1,0,0,0,0,0,1,0,0
1066,19790630,2,214,43.0,99,0,1,0,0,1,0,1,1,0,0,0
1067,19790630,2,214,43.0,126,0,1,0,0,0,0,0,1,1,0,1
1068,19790630,2,214,43.0,131,0,1,1,1,1,0,0,1,0,0,0
1069,19790630,2,214,43.0,117,0,1,0,0,0,1,0,0,1,0,1
1070,19830717,3,215,39.0,23,0,1,0,1,0,0,0,0,0,0,1
1071,19830717,3,215,39.0,212,0,1,0,1,0,0,1,1,0,0,1
1072,19830717,3,215,39.0,146,0,1,1,1,0,0,0,1,0,0,1
1073,19830717,3,215,39.0,84,0,1,0,1,0,0,1,1,0,0,0
1074,19830717,3,215,39.0,6,0,1,0,0,0,0,0,0,1,0,0
1075,19840425,2,216,38.0,50,0,1,1,1,0,0,0,0,0,1,0
1076,19840425,2,216,38.0,184,0,1,1,0,0,0,0,0,1,1,1
1077,19840425,2,216,38.0,211,0,1,0,1,0,0,1,1,0,1,0
1078,19840425,2,216,38.0,29,0,1,0,0,1,0,0,0,0,0,1
1079,19840425,2,216,38.0,185,0,1,0,1,1,1,1,0,0,0,0
1080,19720825,4,217,50.0,6,0,1,0,0,0,0,0,0,1,0,0
1081,19720825,4,217,50.0,166,0,1,1,0,0,1,1,0,1,0,0
1082,19720825,4,217,50.0,219,0,1,0,1,0,0,0,0,1,1,1
1083,19720825,4,217,50.0,99,0,1,0,0,1,0,1,1,0,0,0
1084,19720825,4,217,50.0,228,0,1,0,0,1,1,0,0,1,0,1
1085,19521211,1,218,70.0,33,0,1,0,0,0,1,0,0,0,1,0
1086,19521211,1,218,70.0,23,0,1,0,1,0,0,0,0,0,0,1
1087,19521211,1,218,70.0,220,0,1,0,0,1,1,1,1,0,0,0
1088,19521211,1,218,70.0,37,0,1,0,0,0,0,1,0,0,1,0
1089,19521211,1,218,70.0,149,0,1,1,1,0,0,0,0,0,1,1
1090,20010302,3,219,21.0,177,0,1,1,0,0,0,1,1,0,0,1
1091,20010302,3,219,21.0,57,0,1,1,0,1,0,0,0,0,0,1
1092,20010302,3,219,21.0,253,0,1,0,0,0,0,1,0,1,1,1
